Review	Helpful Reviews	Not Helpful Reviews	Alpha	IsHelpful(alpha>=0.5)	IsHelpful(alpha>=0.6)	IsHelpful(alpha>=0.7)	IsHelpful(alpha>=0.8)	IsHelpful(alpha>=0.9)
the most efficient phone.	0	0	0	0	0	0	0	0
good packaging by redmi 	0	0	0	0	0	0	0	0
satisfactory product	0	0	0	0	0	0	0	0
poor one	0	0	0	0	0	0	0	0
Delivery on time as expected	0	0	0	0	0	0	0	0
fine product	0	0	0	0	0	0	0	0
no complaints	0	0	0	0	0	0	0	0
ok model	0	0	0	0	0	0	0	0
just simple	0	0	0	0	0	0	0	0
simply best	0	0	0	0	0	0	0	0
why no earphones?	0	0	0	0	0	0	0	0
not good for eyes	0	0	0	0	0	0	0	0
my sister loved it	0	0	0	0	0	0	0	0
defectuve piece was recieved	0	0	0	0	0	0	0	0
poor built 	0	0	0	0	0	0	0	0
rating 9/10	0	0	0	0	0	0	0	0
not the best of Xiaomi	0	0	0	0	0	0	0	0
note 5 pro is better	0	0	0	0	0	0	0	0
good looking	0	0	0	0	0	0	0	0
delivery issue must be solved	0	0	0	0	0	0	0	0
poor model	0	0	0	0	0	0	0	0
ok	0	0	0	0	0	0	0	0
just simple	0	0	0	0	0	0	0	0
efficient work	0	0	0	0	0	0	0	0
too heavy	0	0	0	0	0	0	0	0
can do better	0	0	0	0	0	0	0	0
simple	0	0	0	0	0	0	0	0
please give delivery on time	0	0	0	0	0	0	0	0
order not delivered on time	0	0	0	0	0	0	0	0
no earphones	0	0	0	0	0	0	0	0
loved the product 	0	0	0	0	0	0	0	0
packaging is wow	0	0	0	0	0	0	0	0
satisfactory	0	1	0	0	0	0	0	0
rating 4.5/5	0	1	0	0	0	0	0	0
finally a good phone	0	1	0	0	0	0	0	0
xiaomi is on fire	0	1	0	0	0	0	0	0
note 5 pro is better 	0	1	0	0	0	0	0	0
not like a oppo	0	1	0	0	0	0	0	0
technology bad	0	1	0	0	0	0	0	0
Best phone at this price range.Hope the brand will provide good service support also in the future	0	1	0	0	0	0	0	0
only negative thing is charger of this phone can only be used for this phone	0	1	0	0	0	0	0	0
nice phone but a little unsatisfied with its camera	0	1	0	0	0	0	0	0
good deal	0	1	0	0	0	0	0	0
average phone	0	1	0	0	0	0	0	0
I hate this mi products but Note 5 mobile?? performance super	0	1	0	0	0	0	0	0
hated this product	0	1	0	0	0	0	0	0
display is worst 	0	1	0	0	0	0	0	0
touch is not good	0	1	0	0	0	0	0	0
always hangs and heats	0	1	0	0	0	0	0	0
never buying this again 	0	1	0	0	0	0	0	0
nice features	0	1	0	0	0	0	0	0
Hanging a lot and touch is not smooth	0	1	0	0	0	0	0	0
hampered product	0	1	0	0	0	0	0	0
late delivery	0	1	0	0	0	0	0	0
poor	0	1	0	0	0	0	0	0
nice 	0	1	0	0	0	0	0	0
satisfactory product	0	1	0	0	0	0	0	0
value for money	0	1	0	0	0	0	0	0
delivery not on time and phone was also little bit hamperred	0	1	0	0	0	0	0	0
phone was hampered	0	1	0	0	0	0	0	0
delivery is very worst	0	1	0	0	0	0	0	0
pretty good	0	1	0	0	0	0	0	0
well done 	0	1	0	0	0	0	0	0
nice	0	1	0	0	0	0	0	0
efficient	0	1	0	0	0	0	0	0
delivery issue	0	1	0	0	0	0	0	0
do better	0	1	0	0	0	0	0	0
why no earphone	0	1	0	0	0	0	0	0
good to use	0	1	0	0	0	0	0	0
too much heavy	0	1	0	0	0	0	0	0
simple to use	0	1	0	0	0	0	0	0
efficient working	0	1	0	0	0	0	0	0
delivery issue must be solved	0	1	0	0	0	0	0	0
poor model	0	1	0	0	0	0	0	0
ok	0	1	0	0	0	0	0	0
just simple	0	1	0	0	0	0	0	0
efficient work	0	1	0	0	0	0	0	0
too heavy	0	1	0	0	0	0	0	0
can do better	0	1	0	0	0	0	0	0
simple	0	1	0	0	0	0	0	0
please give delivery on time	0	1	0	0	0	0	0	0
order not delivered on time	0	1	0	0	0	0	0	0
no earphones	0	1	0	0	0	0	0	0
good packaging and delivery by flipkart 	0	1	0	0	0	0	0	0
poor phone by redmi	0	1	0	0	0	0	0	0
ok but not good	0	1	0	0	0	0	0	0
make the product better than previous one	0	1	0	0	0	0	0	0
reliable product	0	1	0	0	0	0	0	0
poor one	0	1	0	0	0	0	0	0
nice product	0	1	0	0	0	0	0	0
overall ok	0	1	0	0	0	0	0	0
normal	0	1	0	0	0	0	0	0
satisfactory	0	1	0	0	0	0	0	0
poor phone 	0	1	0	0	0	0	0	0
improve delivery time	0	1	0	0	0	0	0	0
satisfactory but still poor 	0	1	0	0	0	0	0	0
less reliable	0	1	0	0	0	0	0	0
need to work on packaging	0	1	0	0	0	0	0	0
please give delivery on time	0	1	0	0	0	0	0	0
there should have been earphones also	0	1	0	0	0	0	0	0
poor in this range	0	1	0	0	0	0	0	0
improve this model	0	1	0	0	0	0	0	0
all right	0	1	0	0	0	0	0	0
good to use	0	1	0	0	0	0	0	0
value for money	0	1	0	0	0	0	0	0
getting better	0	1	0	0	0	0	0	0
earphones??	0	1	0	0	0	0	0	0
delivery not good	0	1	0	0	0	0	0	0
normal than others	0	1	0	0	0	0	0	0
less reliable	0	1	0	0	0	0	0	0
late delivery	0	1	0	0	0	0	0	0
good good good and just good	0	1	0	0	0	0	0	0
just normal	0	1	0	0	0	0	0	0
the most efficient phone.	0	1	0	0	0	0	0	0
good packaging by redmi 	0	1	0	0	0	0	0	0
satisfactory product	0	1	0	0	0	0	0	0
poor one	0	1	0	0	0	0	0	0
Delivery on time as expected	0	1	0	0	0	0	0	0
fine product	0	1	0	0	0	0	0	0
no complaints	0	1	0	0	0	0	0	0
ok model	0	1	0	0	0	0	0	0
just simple	0	1	0	0	0	0	0	0
efficient work	0	1	0	0	0	0	0	0
too heavy	0	1	0	0	0	0	0	0
can do better	0	1	0	0	0	0	0	0
simple	0	1	0	0	0	0	0	0
please give delivery on time	0	1	0	0	0	0	0	0
order not delivered on time	0	1	0	0	0	0	0	0
no earphones	0	1	0	0	0	0	0	0
good packaging and delivery by flipkart 	0	1	0	0	0	0	0	0
poor phone by redmi	0	1	0	0	0	0	0	0
ok but not good	0	1	0	0	0	0	0	0
overall ok	0	1	0	0	0	0	0	0
normal	0	1	0	0	0	0	0	0
satisfactory	0	1	0	0	0	0	0	0
poor phone 	0	1	0	0	0	0	0	0
improve delivery time	0	1	0	0	0	0	0	0
satisfactory but still poor 	0	1	0	0	0	0	0	0
less reliable	0	1	0	0	0	0	0	0
need to work on packaging	0	1	0	0	0	0	0	0
please give delivery on time	0	1	0	0	0	0	0	0
there should have been earphones also	0	1	0	0	0	0	0	0
poor in this range	0	1	0	0	0	0	0	0
improve this model	0	1	0	0	0	0	0	0
"wrong delivery of product by fipkart, they are very careless"	0	1	0	0	0	0	0	0
only box no phone given	0	1	0	0	0	0	0	0
give me earphone	0	1	0	0	0	0	0	0
decent in this range	0	1	0	0	0	0	0	0
too heavy than other phones	0	1	0	0	0	0	0	0
poor than note4	0	1	0	0	0	0	0	0
packaging of redmi could have been better	0	1	0	0	0	0	0	0
earphone should be must	0	1	0	0	0	0	0	0
value of money	0	1	0	0	0	0	0	0
still poor than note4	0	1	0	0	0	0	0	0
too heavy	0	1	0	0	0	0	0	0
ok phone	0	1	0	0	0	0	0	0
nice but not better	0	1	0	0	0	0	0	0
why no earphones?	0	1	0	0	0	0	0	0
wrong model delivery	0	1	0	0	0	0	0	0
ok ok product	0	1	0	0	0	0	0	0
made satisfactory	0	1	0	0	0	0	0	0
all right	0	1	0	0	0	0	0	0
good	0	1	0	0	0	0	0	0
decent phone	0	1	0	0	0	0	0	0
poor phone	0	1	0	0	0	0	0	0
decent phone	0	1	0	0	0	0	0	0
never delivery on time	0	1	0	0	0	0	0	0
could have been better delivery by flipkart 	0	1	0	0	0	0	0	0
acceptable in this range	0	1	0	0	0	0	0	0
all right phone	0	1	0	0	0	0	0	0
satisfactory in this range	0	1	0	0	0	0	0	0
booking and delivery issue	0	1	0	0	0	0	0	0
lack of earphone in packaging	0	1	0	0	0	0	0	0
just normal 	0	1	0	0	0	0	0	0
ok in this range	0	1	0	0	0	0	0	0
earphones not given	0	1	0	0	0	0	0	0
just satisfactory in this range but still needs improvement and thus poor product	0	1	0	0	0	0	0	0
please give delivery on time	0	1	0	0	0	0	0	0
order not delivered on time	0	1	0	0	0	0	0	0
no earphones	0	1	0	0	0	0	0	0
good packaging and delivery by flipkart 	0	1	0	0	0	0	0	0
poor phone by redmi	0	1	0	0	0	0	0	0
ok but not good	0	1	0	0	0	0	0	0
overall ok	0	1	0	0	0	0	0	0
normal	0	1	0	0	0	0	0	0
satisfactory	0	1	0	0	0	0	0	0
poor phone 	0	1	0	0	0	0	0	0
improve delivery time	0	1	0	0	0	0	0	0
satisfactory but still poor and not good	0	1	0	0	0	0	0	0
normal score is 6 of 10	0	1	0	0	0	0	0	0
ok product	0	1	0	0	0	0	0	0
defective item	0	1	0	0	0	0	0	0
disappointed by late delivery	0	1	0	0	0	0	0	0
disappointing	0	1	0	0	0	0	0	0
poor performance	0	1	0	0	0	0	0	0
satisfied by delivery	0	1	0	0	0	0	0	0
easy going	0	1	0	0	0	0	0	0
poor in this range	0	1	0	0	0	0	0	0
no earphones attached	0	1	0	0	0	0	0	0
awesome mobile	0	1	0	0	0	0	0	0
delivery could be better	0	1	0	0	0	0	0	0
satisfactory product	0	1	0	0	0	0	0	0
ok ok 	0	1	0	0	0	0	0	0
nice phone	0	1	0	0	0	0	0	0
new model in market	0	1	0	0	0	0	0	0
worth buying	0	1	0	0	0	0	0	0
value for money	0	1	0	0	0	0	0	0
poor phone	0	1	0	0	0	0	0	0
good but not better	0	1	0	0	0	0	0	0
could have been better delivery by flipkart 	0	1	0	0	0	0	0	0
hampered product	0	1	0	0	0	0	0	0
late delivery	0	1	0	0	0	0	0	0
poor	0	1	0	0	0	0	0	0
nice 	0	1	0	0	0	0	0	0
satisfactory product	0	1	0	0	0	0	0	0
value for money	0	1	0	0	0	0	0	0
delivery not on time and phone was also little bit hamperred	0	1	0	0	0	0	0	0
phone was hampered	0	1	0	0	0	0	0	0
delivery is very worst	0	1	0	0	0	0	0	0
It's Perfect	0	1	0	0	0	0	0	0
ITS VERY GOOD PERFOMANCE	0	1	0	0	0	0	0	0
new technology	0	1	0	0	0	0	0	0
value for money	0	1	0	0	0	0	0	0
worst packeging and delivery	0	1	0	0	0	0	0	0
Delayed delivery	0	1	0	0	0	0	0	0
poor product	0	1	0	0	0	0	0	0
good phone.	0	1	0	0	0	0	0	0
the most efficient phone.	0	1	0	0	0	0	0	0
good packaging by redmi 	0	1	0	0	0	0	0	0
satisfactory product	0	1	0	0	0	0	0	0
poor one	0	1	0	0	0	0	0	0
Delivery on time as expected	0	1	0	0	0	0	0	0
fine product	0	1	0	0	0	0	0	0
no complaints	0	1	0	0	0	0	0	0
ok model	0	1	0	0	0	0	0	0
cool mobile	0	1	0	0	0	0	0	0
ok product	0	1	0	0	0	0	0	0
